"time_steps","peach-sweep-10 - _step","peach-sweep-10 - _step__MIN","peach-sweep-10 - _step__MAX","peach-sweep-10 - r_mean","peach-sweep-10 - r_mean__MIN","peach-sweep-10 - r_mean__MAX","exalted-sweep-9 - _step","exalted-sweep-9 - _step__MIN","exalted-sweep-9 - _step__MAX","exalted-sweep-9 - r_mean","exalted-sweep-9 - r_mean__MIN","exalted-sweep-9 - r_mean__MAX","balmy-sweep-8 - _step","balmy-sweep-8 - _step__MIN","balmy-sweep-8 - _step__MAX","balmy-sweep-8 - r_mean","balmy-sweep-8 - r_mean__MIN","balmy-sweep-8 - r_mean__MAX","still-sweep-7 - _step","still-sweep-7 - _step__MIN","still-sweep-7 - _step__MAX","still-sweep-7 - r_mean","still-sweep-7 - r_mean__MIN","still-sweep-7 - r_mean__MAX","graceful-sweep-6 - _step","graceful-sweep-6 - _step__MIN","graceful-sweep-6 - _step__MAX","graceful-sweep-6 - r_mean","graceful-sweep-6 - r_mean__MIN","graceful-sweep-6 - r_mean__MAX","lively-sweep-5 - _step","lively-sweep-5 - _step__MIN","lively-sweep-5 - _step__MAX","lively-sweep-5 - r_mean","lively-sweep-5 - r_mean__MIN","lively-sweep-5 - r_mean__MAX","astral-sweep-4 - _step","astral-sweep-4 - _step__MIN","astral-sweep-4 - _step__MAX","astral-sweep-4 - r_mean","astral-sweep-4 - r_mean__MIN","astral-sweep-4 - r_mean__MAX","light-sweep-3 - _step","light-sweep-3 - _step__MIN","light-sweep-3 - _step__MAX","light-sweep-3 - r_mean","light-sweep-3 - r_mean__MIN","light-sweep-3 - r_mean__MAX","eternal-sweep-2 - _step","eternal-sweep-2 - _step__MIN","eternal-sweep-2 - _step__MAX","eternal-sweep-2 - r_mean","eternal-sweep-2 - r_mean__MIN","eternal-sweep-2 - r_mean__MAX","hardy-sweep-1 - _step","hardy-sweep-1 - _step__MIN","hardy-sweep-1 - _step__MAX","hardy-sweep-1 - r_mean","hardy-sweep-1 - r_mean__MIN","hardy-sweep-1 - r_mean__MAX"
"15500","775","775","775","41.572865412297034","41.572865412297034","41.572865412297034","775","775","775","39.2223991062416","39.2223991062416","39.2223991062416","775","775","775","42.121539785732814","42.121539785732814","42.121539785732814","775","775","775","38.448973980897506","38.448973980897506","38.448973980897506","775","775","775","40.07447279317768","40.07447279317768","40.07447279317768","775","775","775","39.280363959960674","39.280363959960674","39.280363959960674","775","775","775","39.582570577810365","39.582570577810365","39.582570577810365","775","775","775","46.426937529938314","46.426937529938314","46.426937529938314","775","775","775","44.36342035705392","44.36342035705392","44.36342035705392","775","775","775","44.13299688885435","44.13299688885435","44.13299688885435"
"16000","800","800","800","38.2388187037678","38.2388187037678","38.2388187037678","800","800","800","46.413691789256426","46.413691789256426","46.413691789256426","800","800","800","42.13083159936091","42.13083159936091","42.13083159936091","800","800","800","39.01932961717538","39.01932961717538","39.01932961717538","800","800","800","47.22605240909436","47.22605240909436","47.22605240909436","800","800","800","38.31410336373918","38.31410336373918","38.31410336373918","800","800","800","36.09181192975178","36.09181192975178","36.09181192975178","800","800","800","46.97433885595768","46.97433885595768","46.97433885595768","800","800","800","42.699168846395594","42.699168846395594","42.699168846395594","800","800","800","41.71268212382346","41.71268212382346","41.71268212382346"
"16500","825","825","825","40.72707411260084","40.72707411260084","40.72707411260084","825","825","825","46.6942277165115","46.6942277165115","46.6942277165115","825","825","825","41.05076521153294","41.05076521153294","41.05076521153294","825","825","825","41.917400884856264","41.917400884856264","41.917400884856264","825","825","825","50.15310365728698","50.15310365728698","50.15310365728698","825","825","825","41.98939088470914","41.98939088470914","41.98939088470914","825","825","825","38.76996857527741","38.76996857527741","38.76996857527741","825","825","825","42.670155594701264","42.670155594701264","42.670155594701264","825","825","825","41.99187610473959","41.99187610473959","41.99187610473959","825","825","825","43.0114500212778","43.0114500212778","43.0114500212778"
"17000","850","850","850","41.609472587656775","41.609472587656775","41.609472587656775","850","850","850","47.865612297018245","47.865612297018245","47.865612297018245","850","850","850","40.91540472471172","40.91540472471172","40.91540472471172","850","850","850","47.927149112350705","47.927149112350705","47.927149112350705","850","850","850","50.93455693502678","50.93455693502678","50.93455693502678","850","850","850","45.15396209595202","45.15396209595202","45.15396209595202","850","850","850","41.3364514396157","41.3364514396157","41.3364514396157","850","850","850","43.61821764237652","43.61821764237652","43.61821764237652","850","850","850","37.921941251822","37.921941251822","37.921941251822","850","850","850","38.77361745234162","38.77361745234162","38.77361745234162"
"17500","875","875","875","45.60959241417287","45.60959241417287","45.60959241417287","875","875","875","42.24328663642207","42.24328663642207","42.24328663642207","875","875","875","45.488938141299634","45.488938141299634","45.488938141299634","875","875","875","51.2620335077634","51.2620335077634","51.2620335077634","875","875","875","47.40670770830615","47.40670770830615","47.40670770830615","875","875","875","41.245722984139555","41.245722984139555","41.245722984139555","875","875","875","45.40661565802865","45.40661565802865","45.40661565802865","875","875","875","41.54754511041396","41.54754511041396","41.54754511041396","875","875","875","43.671343227916005","43.671343227916005","43.671343227916005","875","875","875","43.29428201050053","43.29428201050053","43.29428201050053"
"18000","900","900","900","43.46398292430078","43.46398292430078","43.46398292430078","900","900","900","40.24105649246401","40.24105649246401","40.24105649246401","900","900","900","50.603653219667194","50.603653219667194","50.603653219667194","900","900","900","44.98759165114322","44.98759165114322","44.98759165114322","900","900","900","49.43305344246146","49.43305344246146","49.43305344246146","900","900","900","37.68461696659812","37.68461696659812","37.68461696659812","900","900","900","46.581174907652084","46.581174907652084","46.581174907652084","900","900","900","38.14868538237396","38.14868538237396","38.14868538237396","900","900","900","43.70010904460396","43.70010904460396","43.70010904460396","900","900","900","46.62961877306251","46.62961877306251","46.62961877306251"
"18500","925","925","925","40.63093888488723","40.63093888488723","40.63093888488723","925","925","925","39.8704682333252","39.8704682333252","39.8704682333252","925","925","925","48.26899466430605","48.26899466430605","48.26899466430605","925","925","925","45.36100670312695","45.36100670312695","45.36100670312695","925","925","925","46.263499155479","46.263499155479","46.263499155479","925","925","925","42.523023892688755","42.523023892688755","42.523023892688755","925","925","925","42.51118485254753","42.51118485254753","42.51118485254753","925","925","925","40.54009592233455","40.54009592233455","40.54009592233455","925","925","925","41.30088967180908","41.30088967180908","41.30088967180908","925","925","925","43.987419821885254","43.987419821885254","43.987419821885254"
"19000","950","950","950","44.2342102682155","44.2342102682155","44.2342102682155","950","950","950","39.68448937465412","39.68448937465412","39.68448937465412","950","950","950","42.68373728406393","42.68373728406393","42.68373728406393","950","950","950","42.913976731333314","42.913976731333314","42.913976731333314","950","950","950","46.19202257519194","46.19202257519194","46.19202257519194","950","950","950","44.43999092012275","44.43999092012275","44.43999092012275","950","950","950","40.716093531729136","40.716093531729136","40.716093531729136","950","950","950","40.90352307453026","40.90352307453026","40.90352307453026","950","950","950","39.15834318933431","39.15834318933431","39.15834318933431","950","950","950","42.48753298028096","42.48753298028096","42.48753298028096"
"19500","975","975","975","47.48293779115949","47.48293779115949","47.48293779115949","975","975","975","47.741108687577444","47.741108687577444","47.741108687577444","975","975","975","43.21977072972375","43.21977072972375","43.21977072972375","975","975","975","40.813019665929964","40.813019665929964","40.813019665929964","975","975","975","45.22395422391306","45.22395422391306","45.22395422391306","975","975","975","45.9753483488749","45.9753483488749","45.9753483488749","975","975","975","41.82667174595101","41.82667174595101","41.82667174595101","975","975","975","42.55014820206721","42.55014820206721","42.55014820206721","975","975","975","40.78845621993607","40.78845621993607","40.78845621993607","975","975","975","44.487074304955016","44.487074304955016","44.487074304955016"
"20500","1025","1025","1025","47.0834441176726","47.0834441176726","47.0834441176726","1025","1025","1025","43.21652414244324","43.21652414244324","43.21652414244324","1025","1025","1025","49.48514161929328","49.48514161929328","49.48514161929328","1025","1025","1025","41.18801078103522","41.18801078103522","41.18801078103522","1025","1025","1025","42.675641882018326","42.675641882018326","42.675641882018326","1025","1025","1025","42.85123745405572","42.85123745405572","42.85123745405572","1025","1025","1025","44.816149779735326","44.816149779735326","44.816149779735326","1025","1025","1025","44.436562974961426","44.436562974961426","44.436562974961426","1025","1025","1025","41.17391701192411","41.17391701192411","41.17391701192411","1025","1025","1025","49.419323247914896","49.419323247914896","49.419323247914896"
"21000","1050","1050","1050","45.26214936273976","45.26214936273976","45.26214936273976","1050","1050","1050","42.757752491654465","42.757752491654465","42.757752491654465","1050","1050","1050","48.084457937287","48.084457937287","48.084457937287","1050","1050","1050","41.540815783596265","41.540815783596265","41.540815783596265","1050","1050","1050","40.124149156838236","40.124149156838236","40.124149156838236","1050","1050","1050","41.26010857041304","41.26010857041304","41.26010857041304","1050","1050","1050","43.350705108569066","43.350705108569066","43.350705108569066","1050","1050","1050","45.09127548402486","45.09127548402486","45.09127548402486","1050","1050","1050","43.069667568277616","43.069667568277616","43.069667568277616","1050","1050","1050","49.074335284474074","49.074335284474074","49.074335284474074"
"21500","1075","1075","1075","44.42744136644156","44.42744136644156","44.42744136644156","1075","1075","1075","40.78627926798368","40.78627926798368","40.78627926798368","1075","1075","1075","47.14106077382559","47.14106077382559","47.14106077382559","1075","1075","1075","39.281224793292","39.281224793292","39.281224793292","1075","1075","1075","36.63692326678688","36.63692326678688","36.63692326678688","1075","1075","1075","40.93368507329833","40.93368507329833","40.93368507329833","1075","1075","1075","43.827851927511986","43.827851927511986","43.827851927511986","1075","1075","1075","48.41456636089129","48.41456636089129","48.41456636089129","1075","1075","1075","43.489754753258474","43.489754753258474","43.489754753258474","1075","1075","1075","47.48304012218334","47.48304012218334","47.48304012218334"
"22000","1100","1100","1100","43.10856014351342","43.10856014351342","43.10856014351342","1100","1100","1100","41.42567093303739","41.42567093303739","41.42567093303739","1100","1100","1100","42.65970008366127","42.65970008366127","42.65970008366127","1100","1100","1100","40.70838722914471","40.70838722914471","40.70838722914471","1100","1100","1100","40.85218259501795","40.85218259501795","40.85218259501795","1100","1100","1100","40.59345180694547","40.59345180694547","40.59345180694547","1100","1100","1100","43.6538751001347","43.6538751001347","43.6538751001347","1100","1100","1100","44.824711694003746","44.824711694003746","44.824711694003746","1100","1100","1100","46.52148129781571","46.52148129781571","46.52148129781571","1100","1100","1100","43.95714934761525","43.95714934761525","43.95714934761525"
"22500","1125","1125","1125","41.34752369565825","41.34752369565825","41.34752369565825","1125","1125","1125","43.50980745876638","43.50980745876638","43.50980745876638","1125","1125","1125","41.53388628423255","41.53388628423255","41.53388628423255","1125","1125","1125","43.303717747282874","43.303717747282874","43.303717747282874","1125","1125","1125","46.8828594611697","46.8828594611697","46.8828594611697","1125","1125","1125","45.895771981098285","45.895771981098285","45.895771981098285","1125","1125","1125","47.075399714639445","47.075399714639445","47.075399714639445","1125","1125","1125","42.624257337086675","42.624257337086675","42.624257337086675","1125","1125","1125","44.25799747062918","44.25799747062918","44.25799747062918","1125","1125","1125","42.376516760020486","42.376516760020486","42.376516760020486"
"23000","1150","1150","1150","41.40601201788756","41.40601201788756","41.40601201788756","1150","1150","1150","43.7598583015424","43.7598583015424","43.7598583015424","1150","1150","1150","42.43727158590734","42.43727158590734","42.43727158590734","1150","1150","1150","41.12923686975488","41.12923686975488","41.12923686975488","1150","1150","1150","50.484096122053195","50.484096122053195","50.484096122053195","1150","1150","1150","50.49095943818704","50.49095943818704","50.49095943818704","1150","1150","1150","50.26177162922028","50.26177162922028","50.26177162922028","1150","1150","1150","39.74356075560209","39.74356075560209","39.74356075560209","1150","1150","1150","44.401411694508795","44.401411694508795","44.401411694508795","1150","1150","1150","41.2815202524644","41.2815202524644","41.2815202524644"
"23500","1175","1175","1175","44.44161929661471","44.44161929661471","44.44161929661471","1175","1175","1175","44.592289732225424","44.592289732225424","44.592289732225424","1175","1175","1175","46.46874751128465","46.46874751128465","46.46874751128465","1175","1175","1175","42.74869480924603","42.74869480924603","42.74869480924603","1175","1175","1175","45.187892559949134","45.187892559949134","45.187892559949134","1175","1175","1175","51.2150025603665","51.2150025603665","51.2150025603665","1175","1175","1175","45.050633974880675","45.050633974880675","45.050633974880675","1175","1175","1175","45.54750939622343","45.54750939622343","45.54750939622343","1175","1175","1175","44.00868219856943","44.00868219856943","44.00868219856943","1175","1175","1175","46.30822614753346","46.30822614753346","46.30822614753346"
"24000","1200","1200","1200","49.03309934293672","49.03309934293672","49.03309934293672","1200","1200","1200","46.45466127617042","46.45466127617042","46.45466127617042","1200","1200","1200","47.046337321099855","47.046337321099855","47.046337321099855","1200","1200","1200","46.35420683169307","46.35420683169307","46.35420683169307","1200","1200","1200","44.80442176729362","44.80442176729362","44.80442176729362","1200","1200","1200","50.30243994913967","50.30243994913967","50.30243994913967","1200","1200","1200","41.88110755512399","41.88110755512399","41.88110755512399","1200","1200","1200","50.02836274222897","50.02836274222897","50.02836274222897","1200","1200","1200","42.94222569940071","42.94222569940071","42.94222569940071","1200","1200","1200","46.600870869187304","46.600870869187304","46.600870869187304"
"24500","1225","1225","1225","51.08222906782037","51.08222906782037","51.08222906782037","1225","1225","1225","45.12460190769502","45.12460190769502","45.12460190769502","1225","1225","1225","51.41121154188057","51.41121154188057","51.41121154188057","1225","1225","1225","49.006725819354834","49.006725819354834","49.006725819354834","1225","1225","1225","47.249738488175836","47.249738488175836","47.249738488175836","1225","1225","1225","51.39077909876688","51.39077909876688","51.39077909876688","1225","1225","1225","40.611831909959776","40.611831909959776","40.611831909959776","1225","1225","1225","49.35653387678323","49.35653387678323","49.35653387678323","1225","1225","1225","44.16150577623206","44.16150577623206","44.16150577623206","1225","1225","1225","48.512572413686684","48.512572413686684","48.512572413686684"
"25000","1250","1250","1250","49.20725072421149","49.20725072421149","49.20725072421149","1250","1250","1250","41.949225669898816","41.949225669898816","41.949225669898816","1250","1250","1250","47.77085150573496","47.77085150573496","47.77085150573496","1250","1250","1250","44.87106221831796","44.87106221831796","44.87106221831796","1250","1250","1250","48.43317287968277","48.43317287968277","48.43317287968277","1250","1250","1250","43.90960150295706","43.90960150295706","43.90960150295706","1250","1250","1250","44.45873705085851","44.45873705085851","44.45873705085851","1250","1250","1250","47.46302021578732","47.46302021578732","47.46302021578732","1250","1250","1250","43.33961648385214","43.33961648385214","43.33961648385214","1250","1250","1250","45.98383832917406","45.98383832917406","45.98383832917406"
"25500","1275","1275","1275","48.518339157190475","48.518339157190475","48.518339157190475","1275","1275","1275","41.85733593403465","41.85733593403465","41.85733593403465","1275","1275","1275","41.7722258304519","41.7722258304519","41.7722258304519","1275","1275","1275","40.92376478287971","40.92376478287971","40.92376478287971","1275","1275","1275","48.173369971914056","48.173369971914056","48.173369971914056","1275","1275","1275","48.050361250292674","48.050361250292674","48.050361250292674","1275","1275","1275","47.52786894405839","47.52786894405839","47.52786894405839","1275","1275","1275","48.300306776567766","48.300306776567766","48.300306776567766","1275","1275","1275","40.06447047493216","40.06447047493216","40.06447047493216","1275","1275","1275","43.562937249626195","43.562937249626195","43.562937249626195"
"26000","1300","1300","1300","52.03312865836204","52.03312865836204","52.03312865836204","1300","1300","1300","51.15229801296155","51.15229801296155","51.15229801296155","1300","1300","1300","43.63886700646527","43.63886700646527","43.63886700646527","1300","1300","1300","40.583636156299484","40.583636156299484","40.583636156299484","1300","1300","1300","44.384856106705065","44.384856106705065","44.384856106705065","1300","1300","1300","48.068989350438535","48.068989350438535","48.068989350438535","1300","1300","1300","47.259982847212","47.259982847212","47.259982847212","1300","1300","1300","45.478304153958504","45.478304153958504","45.478304153958504","1300","1300","1300","43.69204860262199","43.69204860262199","43.69204860262199","1300","1300","1300","44.009730398159746","44.009730398159746","44.009730398159746"
"26500","1325","1325","1325","53.573805598432436","53.573805598432436","53.573805598432436","1325","1325","1325","49.881889650334195","49.881889650334195","49.881889650334195","1325","1325","1325","47.79516397588492","47.79516397588492","47.79516397588492","1325","1325","1325","40.22600322978229","40.22600322978229","40.22600322978229","1325","1325","1325","48.35041767911289","48.35041767911289","48.35041767911289","1325","1325","1325","50.09501760624332","50.09501760624332","50.09501760624332","1325","1325","1325","49.269178415837835","49.269178415837835","49.269178415837835","1325","1325","1325","45.70013573401251","45.70013573401251","45.70013573401251","1325","1325","1325","46.96559999642095","46.96559999642095","46.96559999642095","1325","1325","1325","43.443856877250155","43.443856877250155","43.443856877250155"
"27000","1350","1350","1350","55.904777721299354","55.904777721299354","55.904777721299354","1350","1350","1350","43.23112734877733","43.23112734877733","43.23112734877733","1350","1350","1350","48.925816310965985","48.925816310965985","48.925816310965985","1350","1350","1350","42.11737243254492","42.11737243254492","42.11737243254492","1350","1350","1350","43.89143276171273","43.89143276171273","43.89143276171273","1350","1350","1350","50.36455479972646","50.36455479972646","50.36455479972646","1350","1350","1350","54.28043658973448","54.28043658973448","54.28043658973448","1350","1350","1350","46.24406564641368","46.24406564641368","46.24406564641368","1350","1350","1350","52.83629444122722","52.83629444122722","52.83629444122722","1350","1350","1350","43.55800501585416","43.55800501585416","43.55800501585416"
"27500","1375","1375","1375","53.82864127500949","53.82864127500949","53.82864127500949","1375","1375","1375","46.69250031242961","46.69250031242961","46.69250031242961","1375","1375","1375","49.34414291797343","49.34414291797343","49.34414291797343","1375","1375","1375","46.421698213301916","46.421698213301916","46.421698213301916","1375","1375","1375","42.73712454825946","42.73712454825946","42.73712454825946","1375","1375","1375","45.608155535595614","45.608155535595614","45.608155535595614","1375","1375","1375","52.39952188672777","52.39952188672777","52.39952188672777","1375","1375","1375","43.14110101053285","43.14110101053285","43.14110101053285","1375","1375","1375","55.639579958715785","55.639579958715785","55.639579958715785","1375","1375","1375","46.58124520515912","46.58124520515912","46.58124520515912"
